Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,,,
CHEMBL202566,Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=5592nM,5.59E+03,-4,1.16E+06,
CHEMBL440391,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccn2)sc2c1CCC(C)(C)C2,IC50=40nM,4.00E+01,-4,1.16E+06,
CHEMBL196293,O=C(O)C(=O)/C=C(\O)c1ccsc1,IC50=4000nM,4.00E+03,-4,1.16E+06,
CHEMBL377889,NC(=O)c1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=14487718.54nM,1.45E+07,-4,1.16E+06,
CHEMBL177283,COc1ccc([C@H](NC(=O)c2ccc3c(c2)nc(-c2ccoc2)n3C2CCCCC2)C(=O)O)cc1OC,IC50=400nM,4.00E+02,-4,1.16E+06,
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50=1741nM,1.74E+03,-4,1.16E+06,
CHEMBL378546,Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=98nM,9.80E+01,-4,1.16E+06,
CHEMBL3186678,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1,IC50=2100nM,2.10E+03,-4,1.16E+06,
CHEMBL3121384,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCO3)c(=O)[nH]1,IC50=10400nM,1.04E+04,-4,1.16E+06,
CHEMBL194448,O=C(O)CCCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50=830nM,8.30E+02,-4,1.16E+06,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=47nM,4.70E+01,-4,1.16E+06,
CHEMBL206511,C=CCn1c(-c2sccc2[N+](=O)[O-])nc(C(=O)O)c(O)c1=O,IC50=69300nM,6.93E+04,-4,1.16E+06,
CHEMBL203575,Cn1c(-c2sccc2NC(=O)Nc2ccccc2Cl)nc(C(=O)O)c(O)c1=O,IC50=80nM,8.00E+01,-4,1.16E+06,
CHEMBL371648,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cn2)sc2c1CCC(C)(C)C2,IC50=50nM,5.00E+01,-4,1.16E+06,
CHEMBL363846,CN(C)Cc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cc1,IC50=920nM,9.20E+02,-4,1.16E+06,
CHEMBL201942,Cc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1C,IC50=8000nM,8.00E+03,-4,1.16E+06,
CHEMBL368481,O=C(O)C(=O)CC(=O)c1ccccc1OCc1ccccc1,IC50=44000nM,4.40E+04,-4,1.16E+06,
CHEMBL362571,COc1nc(-c2cccc(O)c2)nc(C(=O)O)c1O,IC50>50000nM,5.00E+04,-4,1.16E+06,
CHEMBL4462319,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(Cl)cc3Cl)C2=O)cc1,IC50=319.89nM,3.20E+02,-4,1.16E+06,
CHEMBL181653,O=C(O)c1nc(-c2cccs2)nc(O)c1O,IC50=2600nM,2.60E+03,-4,1.16E+06,
CHEMBL213078,COc1ccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)cc1,IC50=11200nM,1.12E+04,-4,1.16E+06,
CHEMBL4593826,COP(=O)(Nc1nc(-c2ccc(-c3cc4nccc(N)n4n3)cc2)sc1C(=O)O)c1ccc(C)cc1C,IC50=336.6nM,3.37E+02,-4,1.16E+06,
CHEMBL4636786,Nc1cc(Cn2c(C(=O)O)c(-c3ccc[nH]c3=O)c3ccc(Cl)cc32)ccn1,IC50=53nM,5.30E+01,-4,1.16E+06,
CHEMBL4279977,CNC(=O)c1c(-c2ccc(F)cc2)oc2ncc(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50=447nM,4.47E+02,-4,1.16E+06,
CHEMBL4280902,CCCNc1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50=35nM,3.50E+01,-4,1.16E+06,
CHEMBL326470,O=C(O)c1oc2ccccc2c(=O)c1O,IC50=19000nM,1.90E+04,-3.9,1.37E+06,
CHEMBL210597,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O,IC50=80nM,8.00E+01,-3.9,1.37E+06,
CHEMBL177968,O=C(O)C(=O)CC(=O)c1cccnc1,IC50>50000nM,5.00E+04,-3.9,1.37E+06,
CHEMBL378546,Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=98nM,9.80E+01,-3.9,1.37E+06,
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50=6nM,6.00E+00,-3.9,1.37E+06,
CHEMBL365977,O=C(O)CCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50=790nM,7.90E+02,-3.9,1.37E+06,
CHEMBL306299,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2cnc(N)nc21,IC50=46000nM,4.60E+04,-3.9,1.37E+06,
CHEMBL197897,Cc1cc(/C(O)=C/C(=O)C(=O)O)c(C)o1,IC50=14000nM,1.40E+04,-3.9,1.37E+06,
CHEMBL372656,CN(C)Cc1cc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)ccc1Cl,IC50=78nM,7.80E+01,-3.9,1.37E+06,
CHEMBL76105,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(O)ncnc21,IC50=4000nM,4.00E+03,-3.9,1.37E+06,
CHEMBL373241,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCc3ccccc32)sc2c1CCC(C)(C)C2,IC50=260nM,2.60E+02,-3.9,1.37E+06,
CHEMBL2387643,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)SC1=S,IC50=2800nM,2.80E+03,-3.9,1.37E+06,
CHEMBL216032,Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)O)c(C(=O)O)c21,IC50=5300nM,5.30E+03,-3.9,1.37E+06,
CHEMBL2092825,C[C@H]1CC[C@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2ncc(C(=O)O)s2)CC1,IC50=6600nM,6.60E+03,-3.9,1.37E+06,
CHEMBL384028,COc1c(C(=O)O)ccc2c(C3CCCC3)c(-c3ccoc3)n(C)c12,IC50=340nM,3.40E+02,-3.9,1.37E+06,
CHEMBL2236428,COc1cc(CSc2nc(-c3ccc(Cl)cc3Cl)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=34673.69nM,3.47E+04,-3.9,1.37E+06,
CHEMBL210854,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCC#N)ccc3N2)c(O)c2cccnc21,IC50=6.7nM,6.70E+00,-3.9,1.37E+06,
CHEMBL2236452,CCCCCSc1nc(-c2ccc(F)cc2F)c(C#N)c(=O)[nH]1,IC50=12000nM,1.20E+04,-3.9,1.37E+06,
CHEMBL181831,CC(C)N(C(=O)c1ccc(Oc2ccccc2)cc1)c1ncc(C(=O)O)s1,IC50>50000nM,5.00E+04,-3.9,1.37E+06,
CHEMBL361202,CS(=O)(=O)NC(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=45nM,4.50E+01,-3.9,1.37E+06,
CHEMBL361368,CN(C)c1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50=21000nM,2.10E+04,-3.9,1.37E+06,
CHEMBL216647,CC(C)(NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCOc1ccccc1-3)C(=O)O,IC50=46nM,4.60E+01,-3.9,1.37E+06,
CHEMBL378758,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,IC50=320nM,3.20E+02,-3.9,1.37E+06,
CHEMBL199403,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccnn2C)sc2c1CCC(C)(C)C2,IC50=50nM,5.00E+01,-3.9,1.37E+06,
CHEMBL425693,Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=28nM,2.80E+01,-3.9,1.37E+06,
CHEMBL433580,CCCC[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=3300nM,3.30E+03,-3.9,1.37E+06,
CHEMBL363563,O=C(O)/C(=C/c1ccc(-c2ccccc2Cl)s1)NC(=O)c1ccccc1,IC50=660nM,6.60E+02,-3.9,1.37E+06,
CHEMBL407691,Cc1ccc(-c2nc(O)c(O)c(C(=O)O)n2)s1,IC50=48600nM,4.86E+04,-3.9,1.37E+06,
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50=2nM,2.00E+00,-3.9,1.37E+06,
CHEMBL195549,O=C(CCc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=500nM,5.00E+02,-3.9,1.37E+06,
CHEMBL200696,CCC[C@@]1(CC(=O)O)OCCc2c1sc1c(C)ccc(C#N)c21,IC50=2850nM,2.85E+03,-3.9,1.37E+06,
CHEMBL190945,CC(C)N(C)C(=O)Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=11nM,1.10E+01,-3.9,1.37E+06,
CHEMBL200356,CCC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21,IC50=16300nM,1.63E+04,-3.9,1.37E+06,
CHEMBL183364,COc1ccc2c(C(=O)N(CC(=O)O)CC(=O)O)cccc2c1C(F)(F)F,IC50=900nM,9.00E+02,-3.9,1.37E+06,
CHEMBL215351,CCCC1(CCc2ccc(OC)cc2)CC(=O)CC(=O)O1,IC50>50000nM,5.00E+04,-3.9,1.37E+06,
CHEMBL202423,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(N)c2ccccc21,IC50>10000nM,1.00E+04,-3.9,1.37E+06,
CHEMBL371696,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCCC2,IC50=700nM,7.00E+02,-3.9,1.37E+06,
CHEMBL4467629,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccc(Cl)cc3)C2=O)cc1,IC50=279.9nM,2.80E+02,-3.9,1.37E+06,
CHEMBL200326,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2cccc(OC)c2)sc2c1CCCC2,IC50=1200nM,1.20E+03,-3.9,1.37E+06,
CHEMBL199403,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccnn2C)sc2c1CCC(C)(C)C2,IC50=260nM,2.60E+02,-3.9,1.37E+06,
CHEMBL1630001,C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50=99nM,9.90E+01,-3.9,1.37E+06,
CHEMBL194572,Cn1cc(/C(O)=C/C(=O)C(=O)O)cc1Cc1cccc(F)c1,IC50=21000nM,2.10E+04,-3.9,1.37E+06,
CHEMBL370081,CCc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=9400nM,9.40E+03,-3.9,1.37E+06,
CHEMBL199646,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCC(C)(C)C2,IC50=200nM,2.00E+02,-3.9,1.37E+06,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50=16200nM,1.62E+04,-3.9,1.37E+06,
CHEMBL110021,CCOC(=O)c1cc(=O)c(O)c(C(=O)OCC)o1,IC50>100000nM,1.00E+05,-3.9,1.37E+06,
CHEMBL210597,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O,IC50>100000nM,1.00E+05,-3.9,1.37E+06,
CHEMBL366823,N#Cc1c(Cl)cccc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50=110nM,1.10E+02,-3.9,1.37E+06,
CHEMBL4522072,C=C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=6400nM,6.40E+03,-3.9,1.37E+06,
CHEMBL437897,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C#N)cc2)sc2c1CCC(C)(C)C2,IC50=90nM,9.00E+01,-3.9,1.37E+06,
CHEMBL377889,NC(=O)c1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=69nM,6.90E+01,-3.9,1.37E+06,
CHEMBL561360,CC(C)N(c1cc(-c2ccccc2)sc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,IC50=1500nM,1.50E+03,-3.9,1.37E+06,
CHEMBL4546003,CC[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=84000nM,8.40E+04,-3.9,1.37E+06,
CHEMBL202195,CCCCn1c(=O)c(-c2nc3ccccc3[nH]2)c(O)c2ccccc21,IC50>10000nM,1.00E+04,-3.9,1.37E+06,
CHEMBL178557,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc([N+](=O)[O-])cc1,IC50=3200nM,3.20E+03,-3.9,1.37E+06,
CHEMBL4645615,C#C[C@@]1(F)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50=150nM,1.50E+02,-3.9,1.37E+06,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=8240nM,8.24E+03,-3.9,1.37E+06,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=190nM,1.90E+02,-3.9,1.37E+06,
CHEMBL3651432,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)COC4)ccc3C)c(F)c12,IC50=24nM,2.40E+01,-3.9,1.37E+06,
CHEMBL324883,CC(C)(C)OC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50=36000nM,3.60E+04,-3.8,1.63E+06,
CHEMBL2236450,CC(C)c1ccc(-c2nc(SCc3ccccc3Br)[nH]c(=O)c2C#N)cc1,IC50=3801.89nM,3.80E+03,-3.8,1.63E+06,
CHEMBL194900,Cc1ccc(/C(O)=C/C(=O)C(=O)O)o1,IC50=58000nM,5.80E+04,-3.8,1.63E+06,
CHEMBL214595,Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)O)c(Cl)c21,IC50=290nM,2.90E+02,-3.8,1.63E+06,
CHEMBL2236460,CCCCCSc1nc(-c2ccccc2C)c(C#N)c(=O)[nH]1,IC50=18000nM,1.80E+04,-3.8,1.63E+06,
CHEMBL2296656,Cc1ncc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c(-c2ccc(Cl)cc2)n1,IC50=188nM,1.88E+02,-3.8,1.63E+06,
CHEMBL379117,CC(=O)Nc1cc(C)c(Cl)cc1S(=O)(=O)N1CCC[C@H]1C(=O)O,IC50>20000nM,2.00E+04,-3.8,1.63E+06,
CHEMBL215056,CN1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21,IC50=19nM,1.90E+01,-3.8,1.63E+06,
CHEMBL283833,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccnc1)C(=O)c1ccc(Cl)cc1Cl,IC50=11000nM,1.10E+04,-3.8,1.63E+06,
CHEMBL192831,Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,IC50=250nM,2.50E+02,-3.8,1.63E+06,
CHEMBL311635,CC[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,IC50>50000nM,5.00E+04,-3.8,1.63E+06,
CHEMBL181634,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2nccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=400nM,4.00E+02,-3.8,1.63E+06,
CHEMBL359981,Cn1c(-c2cccc(O)c2)nc(C(=O)O)c(O)c1=O,IC50=6000nM,6.00E+03,-3.8,1.63E+06,
CHEMBL215233,Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=90nM,9.00E+01,-3.8,1.63E+06,
CHEMBL263310,COc1ccc(-c2nc3ncnc(O)c3nc2-c2ccc(OC)cc2)cc1,IC50>100000nM,1.00E+05,-3.8,1.63E+06,
CHEMBL180457,O=C(O)[C@H]1C[C@@H](C(=O)O)N(C(=O)c2ccc(Cl)c(Cl)c2)C1,IC50=12000nM,1.20E+04,-3.8,1.63E+06,
CHEMBL378026,CN(C)C(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=12nM,1.20E+01,-3.8,1.63E+06,
CHEMBL190558,CN(C)C(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=31nM,3.10E+01,-3.8,1.63E+06,
CHEMBL215735,COc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1Cl,IC50=1000nM,1.00E+03,-3.8,1.63E+06,
CHEMBL607235,C[C@@H]1CCCC[C@H]1N(C(=O)c1ccc(Oc2ccccc2)cc1)c1nc(C(=O)O)cs1,IC50=11000nM,1.10E+04,-3.8,1.63E+06,
CHEMBL607171,CC(C)(C)[C@H]1CC[C@@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2nc(C(=O)O)cs2)CC1,IC50=4700nM,4.70E+03,-3.8,1.63E+06,
CHEMBL177835,CC1CCC(n2c(-c3ccccn3)nc3cc(C(=O)O)ccc32)CC1,IC50=50000nM,5.00E+04,-3.8,1.63E+06,
CHEMBL177297,O=C(O)C(=O)CC(=O)c1ccncc1,IC50>50000nM,5.00E+04,-3.8,1.63E+06,
CHEMBL201237,COc1ccc(/C=C2\SC(=S)N(N)C2=O)cc1,IC50>30000nM,3.00E+04,-3.8,1.63E+06,
CHEMBL181491,CS(=O)(=O)c1nc(-c2cccs2)nc(C(=O)O)c1O,IC50=49000nM,4.90E+04,-3.8,1.63E+06,
CHEMBL177851,Cc1[nH]cnc1-c1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50>30000nM,3.00E+04,-3.8,1.63E+06,
CHEMBL607235,C[C@@H]1CCCC[C@H]1N(C(=O)c1ccc(Oc2ccccc2)cc1)c1nc(C(=O)O)cs1,IC50=7600nM,7.60E+03,-3.8,1.63E+06,
CHEMBL180099,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1cccc(C(F)(F)F)c1,IC50=600nM,6.00E+02,-3.8,1.63E+06,
CHEMBL383514,CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N1Cc1ccccn1,IC50>100000nM,1.00E+05,-3.8,1.63E+06,
CHEMBL362701,CC(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=134nM,1.34E+02,-3.8,1.63E+06,
CHEMBL211649,COc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=10000000nM,1.00E+07,-3.8,1.63E+06,
CHEMBL204122,Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=1900nM,1.90E+03,-3.8,1.63E+06,
CHEMBL379015,Cc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=5600nM,5.60E+03,-3.8,1.63E+06,
CHEMBL73502,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2O)c(=O)[nH]1,IC50=600nM,6.00E+02,-3.8,1.63E+06,
CHEMBL362834,CN(C)C(=O)Cn1c(-c2cccc(Cl)c2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=40nM,4.00E+01,-3.8,1.63E+06,
CHEMBL110021,CCOC(=O)c1cc(=O)c(O)c(C(=O)OCC)o1,IC50>100000nM,1.00E+05,-3.8,1.63E+06,
CHEMBL181058,Cc1ccsc1CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=15000nM,1.50E+04,-3.8,1.63E+06,
CHEMBL207911,O=C(O)[C@@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=240nM,2.40E+02,-3.8,1.63E+06,
CHEMBL4456569,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(F)cc3)C2=O)cc1,IC50=390nM,3.90E+02,-3.8,1.63E+06,
CHEMBL4544375,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3)C2=O)cc1,IC50=449.78nM,4.50E+02,-3.8,1.63E+06,
CHEMBL360715,Oc1ncnc2nc3c(nc12)C1CCCCC31,IC50>100000nM,1.00E+05,-3.8,1.63E+06,
CHEMBL4457244,COc1ccc(/C=c2/sc3n(c2=O)CN(c2ccccc2)CN=3)cc1,IC50=200nM,2.00E+02,-3.8,1.63E+06,
CHEMBL4125966,C#C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=39nM,3.90E+01,-3.8,1.63E+06,
CHEMBL4127092,C#C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=27nM,2.70E+01,-3.8,1.63E+06,
CHEMBL2296656,Cc1ncc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c(-c2ccc(Cl)cc2)n1,IC50=5321082.59nM,5.32E+06,-3.8,1.63E+06,
CHEMBL3904975,C[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(O)[C@@H]1O,IC50=40000nM,4.00E+04,-3.8,1.63E+06,
CHEMBL307872,CO[C@]1(C)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,IC50>50000nM,5.00E+04,-3.7,1.93E+06,
CHEMBL1789968,Cc1c(-c2ccoc2)n(C2CCCC2)c2cc(C(=O)O)ccc12,IC50=150nM,1.50E+02,-3.7,1.93E+06,
CHEMBL425693,Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=30nM,3.00E+01,-3.7,1.93E+06,
CHEMBL2236428,COc1cc(CSc2nc(-c3ccc(Cl)cc3Cl)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=34000nM,3.40E+04,-3.7,1.93E+06,
CHEMBL378218,CN(C)C(=O)c1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)c1,IC50=32nM,3.20E+01,-3.7,1.93E+06,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50=16200nM,1.62E+04,-3.7,1.93E+06,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50=2250nM,2.25E+03,-3.7,1.93E+06,
CHEMBL360543,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccn2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=700nM,7.00E+02,-3.7,1.93E+06,
CHEMBL173718,CC(C)=Cc1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50=19000nM,1.90E+04,-3.7,1.93E+06,
CHEMBL263976,Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,IC50=80nM,8.00E+01,-3.7,1.93E+06,
CHEMBL378174,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c(O)c2cccnc21,IC50=390nM,3.90E+02,-3.7,1.93E+06,
CHEMBL443044,CN(C)C1CNC(C(=O)Cn2c(-c3ccc(Cl)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)C1,IC50=13nM,1.30E+01,-3.7,1.93E+06,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50=2250nM,2.25E+03,-3.7,1.93E+06,
CHEMBL2236455,CCCCCSc1nc(-c2ccc(Br)cc2)c(C#N)c(=O)[nH]1,IC50=10964.78nM,1.10E+04,-3.7,1.93E+06,
CHEMBL2236453,CCCCCSc1nc(-c2ccc(Cl)cc2Cl)c(C#N)c(=O)[nH]1,IC50=16982.44nM,1.70E+04,-3.7,1.93E+06,
CHEMBL607171,CC(C)(C)[C@H]1CC[C@@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2nc(C(=O)O)cs2)CC1,IC50=2800nM,2.80E+03,-3.7,1.93E+06,
CHEMBL2236452,CCCCCSc1nc(-c2ccc(F)cc2F)c(C#N)c(=O)[nH]1,IC50=12022.64nM,1.20E+04,-3.7,1.93E+06,
CHEMBL361657,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)c(Br)ccc2c1C(F)(F)F,IC50=910nM,9.10E+02,-3.7,1.93E+06,
CHEMBL191813,COc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=15000nM,1.50E+04,-3.7,1.93E+06,
CHEMBL426088,O=C(Cc1ccc(Br)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=820nM,8.20E+02,-3.7,1.93E+06,
CHEMBL178126,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=59nM,5.90E+01,-3.7,1.93E+06,
CHEMBL382305,CCC1(CC(=O)O)OCCc2c1sc1c(Cl)ccc(Cl)c21,IC50=1900nM,1.90E+03,-3.7,1.93E+06,
CHEMBL2236437,COc1cc(CSc2nc(-c3cccc(C(F)(F)F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=11000nM,1.10E+04,-3.7,1.93E+06,
CHEMBL180188,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=700nM,7.00E+02,-3.7,1.93E+06,
