Molecule ChEMBL ID,Smiles,Standard Value,IC50(nM),¦¤G, predict affinity(kcal/mol),difference,annotation
CHEMBL2236417,,  ,,0.7,3.26E+09,3.26E+09,
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 2220,2.22E+03,0.7,3.26E+09,3.26E+09,
CHEMBL191446,CC(C)N(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 62,6.20E+01,0.8,3.86E+09,3.86E+09,
CHEMBL377356,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCC(=O)O)ccc3N2)c(O)c2cccnc21,IC50 = 50,5.00E+01,0.8,3.86E+09,3.86E+09,
CHEMBL197761,O=C1/C(=C/c2ccc3c(c2)OCO3)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 15000,1.50E+04,0.8,3.86E+09,3.86E+09,
CHEMBL440391,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccn2)sc2c1CCC(C)(C)C2,IC50 = 40,4.00E+01,0.8,3.86E+09,3.86E+09,
CHEMBL202407,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(C(=O)O)ccc21,IC50 = 1035,1.04E+03,0.8,3.86E+09,3.86E+09,
CHEMBL191059,CN(C)C(=O)CN(C)C(=O)Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 17,1.70E+01,0.9,4.58E+09,4.58E+09,
CHEMBL199809,O=C1/C(=C/c2cc(F)c(F)c(F)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1000,1.00E+03,0.9,4.58E+09,4.58E+09,
CHEMBL199323,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCC2)sc2c1CCC(C)(C)C2,IC50 = 200,2.00E+02,0.9,4.58E+09,4.58E+09,
CHEMBL178016,CC(C)(C)C(=O)CC(=O)C(=O)O,IC50 > 50000,5.00E+04,1,5.42E+09,5.42E+09,
CHEMBL382825,O=C1/C(=C/c2cc(F)ccc2F)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1700,1.70E+03,1,5.42E+09,5.42E+09,
CHEMBL359645,Cc1ccc(CNn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)cc1,IC50 > 5000,5.00E+03,1.2,7.60E+09,7.60E+09,
CHEMBL211874,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,IC50 = 46,4.60E+01,1.3,8.99E+09,8.99E+09,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50 = 4700,4.70E+03,1.3,8.99E+09,8.99E+09,
CHEMBL174007,Cc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50 = 2200,2.20E+03,1.3,8.99E+09,8.99E+09,
CHEMBL211874,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,IC50 = 16,1.60E+01,1.4,1.06E+10,1.06E+10,
CHEMBL430718,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)c1ccc(Cl)cc1Cl,IC50 = 1400,1.40E+03,1.4,1.06E+10,1.06E+10,
CHEMBL197897,Cc1cc(/C(O)=C/C(=O)C(=O)O)c(C)o1,IC50 = 14000,1.40E+04,1.5,1.26E+10,1.26E+10,
CHEMBL375133,CC(C)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 76913044.03,7.69E+07,1.7,1.77E+10,1.76E+10,
CHEMBL361981,C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 > 20000,2.00E+04,1.7,1.77E+10,1.77E+10,
CHEMBL180772,CCC(CC)Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc21,IC50 = 58,5.80E+01,1.8,2.09E+10,2.09E+10,
CHEMBL201550,O=C1/C(=C/c2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1,IC50 = 200,2.00E+02,1.9,2.48E+10,2.48E+10,
CHEMBL426302,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(N)ccc21,IC50 = 62,6.20E+01,1.9,2.48E+10,2.48E+10,
CHEMBL383063,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)CC(C)C)ccc21,IC50 = 6503,6.50E+03,2,2.94E+10,2.94E+10,
CHEMBL182338,CC1CCC(Nc2ncnc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc23)CC1,IC50 = 1300,1.30E+03,2,2.94E+10,2.94E+10,
CHEMBL561360,CC(C)N(c1cc(-c2ccccc2)sc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,IC50 = 1500,1.50E+03,2,2.94E+10,2.94E+10,
CHEMBL190098,CCN(CC)C1CCN(C(=O)Cn2c(-c3ccc(OC)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50 = 9,9.00E+00,2.1,3.48E+10,3.48E+10,
CHEMBL181308,Cc1ccc([C@H]2[C@@H](C(=O)O)C[C@@](CC(C)C)(C(=O)O)N2C(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50 = 1000,1.00E+03,2.3,4.87E+10,4.87E+10,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 70,7.00E+01,2.4,5.77E+10,5.77E+10,
CHEMBL2236435,Cc1cccc(-c2nc(SCc3cccc([N+](=O)[O-])c3)[nH]c(=O)c2C#N)c1,IC50 = 20000,2.00E+04,2.7,9.58E+10,9.58E+10,
CHEMBL211455,COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50 = 8310,8.31E+03,2.7,9.58E+10,9.58E+10,
CHEMBL379432,Cc1cccc2c1N=C(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)NS2(=O)=O,IC50 = 96,9.60E+01,2.8,1.13E+11,1.13E+11,
CHEMBL379432,Cc1cccc2c1N=C(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)NS2(=O)=O,IC50 = 6700,6.70E+03,2.9,1.34E+11,1.34E+11,
CHEMBL2043032,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N2CCN(CCNC1=O)CC2,IC50 = 290,2.90E+02,2.9,1.34E+11,1.34E+11,
CHEMBL371648,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cn2)sc2c1CCC(C)(C)C2,IC50 = 200,2.00E+02,2.9,1.34E+11,1.34E+11,
CHEMBL84384,COC(=O)N(CC(=O)O)C(=O)c1c(Cl)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 = 5000,5.00E+03,3,1.59E+11,1.59E+11,
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50 = 6,6.00E+00,3.3,2.64E+11,2.64E+11,
CHEMBL199646,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCC(C)(C)C2,IC50 = 200,2.00E+02,3.3,2.64E+11,2.64E+11,
CHEMBL4465752,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3Cl)C2=O)cc1,IC50 = 1199.5,1.20E+03,3.3,2.64E+11,2.64E+11,
CHEMBL372433,CN1CCCC(CN(C)C(=O)Cn2c(-c3ccc(Cl)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)C1,IC50 = 12,1.20E+01,3.4,3.13E+11,3.13E+11,
CHEMBL199678,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)sc2c1CC(C)CC2,IC50 = 500,5.00E+02,3.4,3.13E+11,3.13E+11,
CHEMBL185085,COC(=O)N(CCC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 > 10000,1.00E+04,3.4,3.13E+11,3.13E+11,
CHEMBL213354,COc1ccc2c(c1)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=NS2(=O)=O,IC50 = 3900,3.90E+03,3.4,3.13E+11,3.13E+11,
CHEMBL183179,CCNc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12,IC50 = 16000,1.60E+04,3.4,3.13E+11,3.13E+11,
CHEMBL377889,NC(=O)c1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50 = 14487718.54,1.45E+07,3.4,3.13E+11,3.13E+11,
CHEMBL180099,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1cccc(C(F)(F)F)c1,IC50 = 600,6.00E+02,3.6,4.38E+11,4.38E+11,
CHEMBL359645,Cc1ccc(CNn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)cc1,IC50 > 5000,5.00E+03,3.6,4.38E+11,4.38E+11,
CHEMBL206048,CCCC1(C(=O)O)CCc2c1[nH]c1c(C)cc(F)c(C#N)c21,IC50 = 1800,1.80E+03,3.6,4.38E+11,4.38E+11,
CHEMBL209396,Cc1nc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)s1,IC50 = 11117317.27,1.11E+07,3.7,5.19E+11,5.19E+11,
CHEMBL435117,O=C1/C(=C/c2ccccc2F)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 6500,6.50E+03,3.7,5.19E+11,5.19E+11,
CHEMBL363165,CC(C)(C)c1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50 > 100000,1.00E+05,3.8,6.14E+11,6.14E+11,
CHEMBL4555315,C[C@]1(Cl)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O,IC50 = 110,1.10E+02,3.8,6.14E+11,6.14E+11,
CHEMBL217670,CC(=O)N1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21,IC50 = 120,1.20E+02,3.9,7.28E+11,7.28E+11,
CHEMBL381660,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)sc2c1CCC(C)(C)C2,IC50 = 90,9.00E+01,3.9,7.28E+11,7.28E+11,
CHEMBL213307,Cc1cccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)c1,IC50 = 23000,2.30E+04,4,8.62E+11,8.62E+11,
CHEMBL176058,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 200,2.00E+02,4,8.62E+11,8.62E+11,
CHEMBL200696,CCC[C@@]1(CC(=O)O)OCCc2c1sc1c(C)ccc(C#N)c21,IC50 = 2850,2.85E+03,4,8.62E+11,8.62E+11,
CHEMBL2236444,COc1cc(CSc2nc(-c3ccccc3C(F)(F)F)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 12000,1.20E+04,4.2,1.21E+12,1.21E+12,
CHEMBL383596,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)sc2c1CCC(C)C2,IC50 = 200,2.00E+02,4.3,1.43E+12,1.43E+12,
CHEMBL369127,COc1cccc(COc2ccc(C(=O)N(c3ncc(C(=O)O)s3)C3CCCCC3)cc2)c1,IC50 = 3200,3.20E+03,4.4,1.69E+12,1.69E+12,
CHEMBL440391,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccn2)sc2c1CCC(C)(C)C2,IC50 = 150,1.50E+02,4.4,1.69E+12,1.69E+12,
CHEMBL203575,Cn1c(-c2sccc2NC(=O)Nc2ccccc2Cl)nc(C(=O)O)c(O)c1=O,IC50 = 1200,1.20E+03,4.5,2.01E+12,2.01E+12,
CHEMBL377720,O=C1/C(=C/c2ccc(Cl)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1500,1.50E+03,4.7,2.81E+12,2.81E+12,
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,IC50 > 2429,2.43E+03,4.7,2.81E+12,2.81E+12,
CHEMBL199954,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)ccc(C#N)c21,IC50 = 170,1.70E+02,4.8,3.33E+12,3.33E+12,
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 800,8.00E+02,4.9,3.94E+12,3.94E+12,
CHEMBL199646,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCC(C)(C)C2,IC50 = 90,9.00E+01,5,4.67E+12,4.67E+12,
CHEMBL361429,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(Cl)cc1,IC50 = 1700,1.70E+03,5.2,6.54E+12,6.54E+12,
CHEMBL379033,COc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50 = 23,2.30E+01,5.2,6.54E+12,6.54E+12,
CHEMBL211649,COc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50 = 100,1.00E+02,5.3,7.75E+12,7.75E+12,
CHEMBL1092581,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,IC50 = 160,1.60E+02,5.3,7.75E+12,7.75E+12,
CHEMBL375530,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,IC50  ,,5.4,9.18E+12,9.18E+12,
CHEMBL426503,N#C[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 = 1400,1.40E+03,5.5,1.09E+13,1.09E+13,
CHEMBL217580,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Sc3nccn3C)=C(O)O2)cc1Cl,IC50 = 140,1.40E+02,5.5,1.09E+13,1.09E+13,
CHEMBL200965,O=C1/C(=C/c2ccc(Br)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 700,7.00E+02,5.6,1.29E+13,1.29E+13,
CHEMBL213832,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2sc(C(=O)O)cc21,IC50 = 58,5.80E+01,5.7,1.52E+13,1.52E+13,
CHEMBL201873,Cc1nc(Cn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)cs1,IC50 = 304,3.04E+02,5.7,1.52E+13,1.52E+13,
CHEMBL4278943,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(C)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50 = 362,3.62E+02,5.8,1.80E+13,1.80E+13,
CHEMBL1630001,C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50 = 5940,5.94E+03,5.9,2.14E+13,2.14E+13,
CHEMBL202062,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(O)ccc21,IC50 = 198,1.98E+02,5.9,2.14E+13,2.14E+13,
CHEMBL201467,O=C1NC(=S)S/C1=C\c1ccc(Cl)cc1,IC50 > 30000,3.00E+04,6.1,2.99E+13,2.99E+13,
CHEMBL4527971,COP(=O)(Nc1cc(-c2ccc(-c3cc4nc(C)cc(N)n4n3)cc2)sc1C(=O)O)c1ccc(C)cc1C,IC50  ,,6.2,3.55E+13,3.55E+13,
CHEMBL2236435,Cc1cccc(-c2nc(SCc3cccc([N+](=O)[O-])c3)[nH]c(=O)c2C#N)c1,IC50 = 20417.38,2.04E+04,6.3,4.20E+13,4.20E+13,
CHEMBL372836,O=C1/C(=C/c2ccc(Cl)c(F)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1000,1.00E+03,6.3,4.20E+13,4.20E+13,
CHEMBL361428,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccccc1,IC50 = 11400,1.14E+04,6.7,8.25E+13,8.25E+13,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 36000,3.60E+04,6.9,1.16E+14,1.16E+14,
CHEMBL380686,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCC(N)=O)ccc21,IC50 = 24,2.40E+01,7,1.37E+14,1.37E+14,
CHEMBL188969,C=Cc1c(C2CCCCC2)c2ccc(C(=O)O)cc2n1CC(=O)N1CCC(N(C)C)CC1,IC50 = 49,4.90E+01,7.3,2.27E+14,2.27E+14,
CHEMBL382504,NN1C(=O)/C(=C/c2ccccc2)SC1=S,IC50 > 30000,3.00E+04,7.4,2.69E+14,2.69E+14,
CHEMBL204488,CCCCc1nc(O)c(O)c(C(=O)O)n1,IC50 > 50000,5.00E+04,7.6,3.78E+14,3.78E+14,
CHEMBL180771,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1cccc2ccccc12,IC50 = 700,7.00E+02,7.8,5.29E+14,5.29E+14,
CHEMBL407691,Cc1ccc(-c2nc(O)c(O)c(C(=O)O)n2)s1,IC50 = 48600,4.86E+04,7.9,6.27E+14,6.27E+14,
CHEMBL179884,CCC(CC)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 2460,2.46E+03,8,7.42E+14,7.42E+14,
CHEMBL372656,CN(C)Cc1cc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)ccc1Cl,IC50 = 78,7.80E+01,8.2,1.04E+15,1.04E+15,
CHEMBL441524,CCCCC1(C(=O)O)CCc2c1[nH]c1c(F)ccc(C#N)c21,IC50 = 5400,5.40E+03,8.2,1.04E+15,1.04E+15,
CHEMBL178126,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 59,5.90E+01,8.5,1.73E+15,1.73E+15,
CHEMBL201606,CCOC(=O)CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 > 10000,1.00E+04,8.6,2.05E+15,2.05E+15,
CHEMBL372075,O=C1/C(=C/c2ccc(C(F)(F)F)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1000,1.00E+03,8.7,2.42E+15,2.42E+15,
CHEMBL179884,CCC(CC)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 120,1.20E+02,8.7,2.42E+15,2.42E+15,
CHEMBL202587,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc(C(=O)O)cc21,IC50 > 10000,1.00E+04,8.7,2.42E+15,2.42E+15,
CHEMBL378174,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c(O)c2cccnc21,IC50 = 42,4.20E+01,8.9,3.40E+15,3.40E+15,
CHEMBL283866,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc(-c2nccs2)cc1)C(=O)c1ccc(Cl)cc1Cl,IC50 = 5700,5.70E+03,9.1,4.76E+15,4.76E+15,
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 1550,1.55E+03,9.2,5.64E+15,5.64E+15,
CHEMBL83984,COC(=O)N(CC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 = 1400,1.40E+03,9.3,6.68E+15,6.68E+15,
CHEMBL361232,CN(C)C(=O)Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 15,1.50E+01,9.4,7.90E+15,7.90E+15,
CHEMBL375133,CC(C)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 13,1.30E+01,9.5,9.36E+15,9.36E+15,
CHEMBL23458,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc([N+](=O)[O-])c1)C(=O)c1ccc(Cl)cc1Cl,IC50 = 700,7.00E+02,9.6,1.11E+16,1.11E+16,
CHEMBL204628,CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N1Cc1ccccc1,IC50 = 22,2.20E+01,9.6,1.11E+16,1.11E+16,
CHEMBL371882,O=C1/C(=C/c2ccc3ccccc3c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 3000,3.00E+03,9.8,1.55E+16,1.55E+16,
CHEMBL202263,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 2000,2.00E+03,9.8,1.55E+16,1.55E+16,
CHEMBL214171,CC(C)Oc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1F,IC50 = 530,5.30E+02,9.9,1.84E+16,1.84E+16,
CHEMBL4462319,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(Cl)cc3Cl)C2=O)cc1,IC50 = 320,3.20E+02,9.9,1.84E+16,1.84E+16,
CHEMBL212120,Cc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50 = 25700,2.57E+04,10.1,2.58E+16,2.58E+16,
CHEMBL201119,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(Br)ccc21,IC50 = 205,2.05E+02,10.1,2.58E+16,2.58E+16,
CHEMBL373183,CCCCC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21,IC50 = 4460,4.46E+03,10.2,3.05E+16,3.05E+16,
CHEMBL361657,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)c(Br)ccc2c1C(F)(F)F,IC50 = 910,9.10E+02,10.3,3.62E+16,3.62E+16,
CHEMBL201601,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(I)ccc21,IC50 > 10000,1.00E+04,10.3,3.62E+16,3.62E+16,
CHEMBL4546003,CC[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 84000,8.40E+04,10.3,3.62E+16,3.62E+16,
CHEMBL198134,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCOCC2)sc2c1CCC(C)(C)C2,IC50 = 2500,2.50E+03,10.4,4.28E+16,4.28E+16,
CHEMBL2043027,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCCCN(C)C1=O,IC50 = 26,2.60E+01,10.5,5.07E+16,5.07E+16,
CHEMBL2236453,CCCCCSc1nc(-c2ccc(Cl)cc2Cl)c(C#N)c(=O)[nH]1,IC50 = 16982.44,1.70E+04,11,1.18E+17,1.18E+17,
CHEMBL359981,Cn1c(-c2cccc(O)c2)nc(C(=O)O)c(O)c1=O,IC50 = 1000,1.00E+03,11.1,1.40E+17,1.40E+17,
CHEMBL212223,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCO)ccc3N2)c(O)c2cccnc21,IC50 = 107,1.07E+02,11.1,1.40E+17,1.40E+17,
CHEMBL201456,CSCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 53,5.30E+01,11.2,1.65E+17,1.65E+17,
CHEMBL361368,CN(C)c1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50 = 21000,2.10E+04,11.3,1.96E+17,1.96E+17,
CHEMBL370911,CN(C)C(=O)CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(C(=O)O)ccc21,IC50  ,,11.6,3.25E+17,3.25E+17,
CHEMBL66064,O=C1NC(=S)S/C1=C\c1ccc([N+](=O)[O-])cc1,IC50 = 22000,2.20E+04,11.8,4.56E+17,4.56E+17,
CHEMBL214595,Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)O)c(Cl)c21,IC50 = 290,2.90E+02,12.1,7.57E+17,7.57E+17,
CHEMBL383449,CCOC(=O)c1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50 > 10000,1.00E+04,12.5,1.49E+18,1.49E+18,
CHEMBL4125966,C#C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 39,3.90E+01,12.6,1.76E+18,1.76E+18,
CHEMBL182991,Oc1ncnc2nc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)nc12,IC50 = 3000,3.00E+03,12.7,2.09E+18,2.09E+18,
CHEMBL2236452,CCCCCSc1nc(-c2ccc(F)cc2F)c(C#N)c(=O)[nH]1,IC50 = 12000,1.20E+04,12.9,2.93E+18,2.93E+18,
CHEMBL373180,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(F)cc2)sc2c1CCC(C)(C)C2,IC50 = 500,5.00E+02,13,3.46E+18,3.46E+18,
CHEMBL181158,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccncc1,IC50 > 20000,2.00E+04,13.3,5.75E+18,5.75E+18,
CHEMBL4110104,CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(F)[C@@H]1O,IC50 > 20000,2.00E+04,13.3,5.75E+18,5.75E+18,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50 = 580,5.80E+02,13.4,6.81E+18,6.81E+18,
CHEMBL425352,COc1ccc2c(C(=O)NC(CCC(=O)O)C(=O)O)cccc2c1Br,IC50 = 590,5.90E+02,14.1,2.22E+19,2.22E+19,
CHEMBL193241,CN1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3cc(C(=O)O)ccc32)CC1,IC50 = 448,4.48E+02,14.2,2.63E+19,2.63E+19,
CHEMBL378546,Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50 = 98,9.80E+01,14.4,3.69E+19,3.69E+19,
